Date,Product,Region,Sales,Profit,Quantity
2023-10-10,Product E,Central,125.0,13.0,5
2023-05-11,Product B,Central,843.0,130.0,7
2022-12-31,Product E,North,291.0,70.0,5
2022-12-08,Product A,South,253.0,28.0,1
2023-05-15,Product B,South,653.0,174.0,7
2023-10-19,,South,865.0,87.0,8
2023-05-26,Product B,Central,707.0,105.0,7
2022-11-23,Product C,West,584.0,144.0,4
2022-08-05,Product D,East,589.0,96.0,8
2022-10-28,Product C,Central,628.0,75.0,5
2022-05-12,Product D,South,613.0,105.0,9
2022-03-11,Product E,Central,542.0,83.0,5
2022-09-09,Product B,North,,138.0,1
2023-02-19,Product A,South,490.0,79.0,9
2023-03-21,Product D,North,386.0,99.0,5
2022-07-01,Product D,South,457.0,127.0,6
2022-06-16,Product C,Central,246.0,45.0,4
2022-04-01,Product E,West,485.0,136.0,6
2023-12-15,Product C,,351.0,61.0,8
2023-06-15,Product C,North,334.0,97.0,3
2022-02-08,Product E,Central,526.0,61.0,5
2022-05-06,Product A,West,708.0,168.0,2
2023-03-27,Product C,Central,637.0,126.0,2
2022-06-22,Product C,North,264.0,46.0,7
2023-10-15,Product D,East,351.0,79.0,6
2022-08-08,Product E,Central,641.0,154.0,4
2023-09-30,Product B,South,352.0,35.0,5
2022-02-27,Product A,West,466.0,62.0,1
2023-10-22,Product A,Central,582.0,141.0,7
2023-04-21,Product E,West,354.0,82.0,8
2023-04-01,Product D,South,515.0,151.0,9
2022-12-27,Product D,East,299.0,75.0,8
2022-01-01,Product E,East,409.0,118.0,5
2023-01-22,Product D,South,547.0,131.0,3
2022-12-14,Product A,West,261.0,41.0,9
2022-07-09,Product A,Central,566.0,68.0,6
2023-05-20,Product B,South,497.0,,5
2022-07-10,Product E,North,582.0,133.0,3
2023-05-23,Product C,West,533.0,58.0,6
2023-01-04,Product C,,704.0,121.0,3
2023-02-13,,South,518.0,150.0,6
2022-04-27,Product B,East,435.0,87.0,4
2022-05-14,Product D,West,518.0,96.0,2
2022-02-27,Product B,East,581.0,111.0,8
2023-07-10,Product B,South,507.0,71.0,4
2023-11-16,Product C,West,506.0,87.0,9
2023-11-03,,North,394.0,68.0,7
2022-06-22,Product B,South,400.0,44.0,2
2022-05-29,Product B,Central,289.0,73.0,4
2022-03-21,Product D,South,762.0,139.0,5
2022-08-01,Product E,West,313.0,82.0,3
2022-07-22,Product D,South,396.0,106.0,9
2022-08-17,Product C,North,392.0,55.0,5
2023-11-07,Product E,North,634.0,146.0,2
2022-08-15,Product A,Central,455.0,88.0,3
2023-10-21,Product D,East,687.0,189.0,9
2023-06-16,Product C,West,398.0,56.0,7
2023-03-17,Product E,West,,127.0,2
2023-02-06,Product D,East,,82.0,9
2022-02-16,Product B,North,821.0,130.0,4
2022-08-21,Product D,North,321.0,,9
2022-11-01,Product A,South,546.0,125.0,2
2023-06-10,Product D,Central,595.0,147.0,4
2022-05-23,Product E,Central,562.0,91.0,5
2023-02-19,Product E,Central,472.0,108.0,2
2023-05-28,Product D,South,480.0,85.0,1
2023-01-08,Product E,Central,506.0,122.0,7
2023-07-20,Product B,East,477.0,,1
2022-09-16,Product D,South,644.0,179.0,8
2023-10-18,Product B,East,831.0,130.0,3
2023-04-16,Product B,South,416.0,72.0,6
2022-01-12,Product C,Central,294.0,32.0,7
2022-11-26,Product D,East,486.0,59.0,1
2022-12-24,Product E,East,886.0,180.0,6
2023-02-12,Product B,East,379.0,58.0,7
2023-10-30,Product C,South,745.0,198.0,6
2023-01-08,Product D,West,751.0,77.0,4
2022-01-08,Product D,Central,416.0,73.0,1
2022-05-02,Product A,East,585.0,97.0,9
2022-12-14,Product A,West,744.0,77.0,4
2023-11-07,Product B,Central,443.0,55.0,7
2022-03-31,Product A,Central,469.0,85.0,7
2023-10-10,Product B,East,412.0,81.0,2
2023-11-29,Product E,East,347.0,62.0,1
2022-11-12,Product B,South,,82.0,8
2022-06-27,Product A,West,316.0,69.0,8
2023-06-24,Product E,West,505.0,51.0,7
2022-02-10,Product A,East,384.0,74.0,8
2023-12-05,Product B,Central,535.0,156.0,3
2023-05-17,Product C,East,266.0,,2
2022-05-25,Product D,Central,549.0,129.0,7
2022-07-20,Product A,Central,625.0,101.0,8
2023-12-25,Product B,East,200.0,50.0,1
2023-04-06,Product E,North,556.0,141.0,9
2023-07-12,Product A,West,684.0,139.0,4
2023-07-01,Product A,Central,318.0,93.0,4
2022-09-10,Product D,Central,750.0,93.0,3
2023-01-25,Product B,North,562.0,58.0,6
2023-08-17,Product C,South,394.0,100.0,1
2022-09-13,Product E,North,491.0,128.0,6
2023-12-10,Product B,North,583.0,72.0,2
2023-03-26,,Central,511.0,78.0,9
2022-01-10,Product A,West,580.0,60.0,2
2022-08-30,,North,361.0,57.0,7
2022-09-08,Product D,South,525.0,133.0,1
2022-01-05,Product C,,287.0,58.0,7
2022-04-29,,North,483.0,81.0,5
2023-01-09,Product A,North,364.0,63.0,8
2022-03-06,Product C,South,389.0,39.0,4
2022-05-26,Product B,West,685.0,109.0,7
2022-08-12,Product D,North,663.0,152.0,6
2022-08-27,Product C,North,591.0,174.0,5
2022-06-26,Product A,West,336.0,90.0,4
2022-10-09,,South,452.0,47.0,7
2022-03-04,Product E,North,681.0,190.0,5
2022-08-05,Product A,West,521.0,133.0,5
2023-11-20,Product A,North,847.0,216.0,1
2023-04-06,Product E,East,558.0,106.0,2
2023-09-02,,Central,528.0,94.0,5
2022-04-15,Product E,East,,72.0,3
2022-04-09,Product A,North,520.0,58.0,2
2023-05-26,Product D,South,477.0,69.0,4
2023-01-20,Product B,Central,606.0,90.0,4
2023-02-09,Product D,East,643.0,126.0,4
2023-06-02,Product D,West,382.0,95.0,4
2023-04-21,Product A,South,300.0,58.0,3
2023-12-10,Product E,,224.0,24.0,7
2023-10-07,Product C,West,576.0,167.0,9
2023-03-13,Product D,,334.0,96.0,5
2022-01-23,Product E,West,177.0,45.0,4
2023-07-19,Product C,East,558.0,166.0,2
2023-11-08,Product D,East,873.0,182.0,2
2023-12-15,Product C,North,499.0,145.0,5
2023-04-03,Product E,West,625.0,71.0,7
2022-03-24,Product B,West,512.0,88.0,9
2022-05-25,Product E,North,,70.0,7
2022-03-26,Product A,West,637.0,,5
2022-03-19,Product C,North,456.0,58.0,6
2023-04-02,Product B,South,540.0,121.0,3
2022-01-01,Product C,East,548.0,140.0,5
2022-02-20,Product C,South,399.0,,8
2023-11-16,Product D,Central,648.0,83.0,1
2023-12-18,Product A,Central,473.0,124.0,1
2023-03-22,Product C,Central,386.0,87.0,7
2023-03-25,Product E,North,580.0,103.0,5
2023-05-03,Product E,West,365.0,85.0,5
2022-02-03,Product D,South,504.0,76.0,1
2022-12-14,Product A,South,498.0,84.0,9
2022-04-05,Product A,South,662.0,187.0,1
2022-03-13,Product E,South,571.0,90.0,5
2023-07-05,Product B,Central,496.0,,9
2022-06-03,Product D,South,622.0,172.0,4
2022-09-07,Product D,West,708.0,171.0,8
2023-11-05,Product E,Central,583.0,65.0,6
2023-03-14,Product E,South,501.0,64.0,3
2022-04-28,Product B,North,303.0,30.0,4
2022-11-02,Product B,East,340.0,76.0,2
2022-09-25,Product A,East,454.0,86.0,1
2022-02-23,Product D,East,408.0,51.0,8
2022-08-24,Product D,Central,471.0,137.0,1
2023-01-24,,South,508.0,104.0,1
2023-02-05,Product A,Central,579.0,85.0,4
2023-09-16,Product D,West,489.0,97.0,6
2022-10-30,Product A,North,572.0,134.0,9
2022-07-26,Product A,North,509.0,58.0,1
2022-08-17,Product E,East,203.0,31.0,7
2023-08-01,Product A,East,359.0,,5
2022-03-16,Product B,East,478.0,91.0,8
2023-03-11,,South,318.0,66.0,7
2022-04-13,,West,,109.0,4
2023-02-26,Product E,West,729.0,79.0,4
2023-12-05,Product C,West,682.0,90.0,6
2022-11-02,Product B,West,467.0,88.0,6
2022-04-08,Product C,East,723.0,102.0,9
2022-12-01,Product E,North,522.0,,5
2023-03-11,Product E,East,449.0,120.0,8
2023-03-23,,West,407.0,120.0,5
2022-11-04,Product D,,454.0,117.0,2
2022-09-06,Product A,West,441.0,119.0,6
2022-06-15,Product E,Central,525.0,77.0,9
2023-04-26,Product B,North,524.0,153.0,3
2022-12-01,Product B,Central,500.0,69.0,1
2023-06-26,Product A,South,565.0,164.0,1
2022-04-16,Product E,East,678.0,202.0,3
2023-07-17,,South,642.0,155.0,5
2022-03-22,Product E,East,277.0,82.0,3
2022-05-13,Product B,Central,116.0,24.0,9
2022-05-18,Product E,West,640.0,97.0,8
2022-07-03,Product C,West,294.0,55.0,3
2023-02-05,Product E,East,466.0,101.0,9
2022-11-26,Product E,West,324.0,37.0,6
2023-05-23,Product A,Central,229.0,51.0,7
2022-03-10,Product C,West,581.0,172.0,4
2023-06-30,Product D,Central,613.0,84.0,4
2022-02-22,Product A,,,106.0,2
2023-03-26,Product D,Central,111.0,31.0,5
2022-07-24,Product B,North,418.0,120.0,8
2022-05-06,Product D,North,558.0,162.0,7
2022-02-12,,North,278.0,56.0,7
2022-04-21,Product D,,527.0,155.0,6
2023-10-25,Product A,East,497.0,124.0,3
2022-07-02,Product A,East,586.0,77.0,5
2022-04-05,Product D,Central,517.0,,1
2023-01-09,Product A,East,354.0,,7
2023-06-04,Product A,South,679.0,101.0,9
2022-12-26,Product D,North,476.0,108.0,1
2023-11-27,Product C,Central,495.0,115.0,2
2022-10-08,Product C,North,,47.0,3
2022-07-14,Product B,East,433.0,92.0,3
2022-07-14,Product A,Central,367.0,93.0,8
2023-10-29,Product D,West,474.0,94.0,7
2022-04-03,Product A,South,756.0,77.0,6
2023-11-03,Product E,East,294.0,29.0,4
2022-03-02,Product A,East,257.0,44.0,9
2023-09-26,Product A,South,720.0,205.0,1
2022-02-20,Product C,South,468.0,68.0,2
2023-02-07,Product D,West,399.0,90.0,4
2022-01-05,Product A,East,655.0,,3
2023-04-11,Product C,East,409.0,67.0,1
2023-08-27,Product B,North,773.0,208.0,5
2023-11-13,Product C,Central,601.0,147.0,7
2023-06-18,Product C,Central,426.0,50.0,2
2023-02-09,Product C,North,823.0,152.0,5
2023-05-28,Product A,Central,409.0,43.0,6
2023-10-07,Product A,South,611.0,119.0,7
2022-08-21,Product B,,544.0,126.0,1
2023-06-08,Product E,Central,695.0,85.0,7
2022-12-12,Product E,North,734.0,,4
2022-02-15,Product E,West,504.0,90.0,8
2023-06-30,Product B,Central,386.0,,4
2022-03-19,Product E,Central,568.0,169.0,6
2022-03-14,Product E,West,398.0,43.0,9
2022-09-06,Product C,North,,202.0,5
2022-02-16,,West,520.0,90.0,4
2022-05-01,Product A,,445.0,79.0,8
2022-08-02,Product C,South,527.0,132.0,9
2022-08-27,Product C,North,297.0,84.0,4
2022-02-25,Product C,,354.0,102.0,3
2022-12-16,Product A,South,680.0,146.0,8
2022-04-17,Product E,,401.0,68.0,5
2022-02-17,Product C,East,342.0,,2
2023-07-27,Product B,North,,87.0,9
2022-12-03,Product C,Central,677.0,144.0,3
2022-01-26,Product D,Central,607.0,104.0,2
2022-09-14,Product C,East,649.0,150.0,1
2022-01-08,Product A,South,386.0,57.0,8
2023-09-17,Product C,East,286.0,39.0,3
2022-09-10,Product D,Central,725.0,205.0,7
2023-11-23,Product B,East,451.0,54.0,1
2023-12-20,Product E,,462.0,92.0,1
2022-10-30,Product C,East,699.0,100.0,9
2023-10-01,Product D,South,,62.0,8
2022-02-25,Product D,North,568.0,60.0,3
2023-12-27,Product B,West,824.0,111.0,6
2023-06-10,Product A,Central,403.0,110.0,3
2023-04-19,Product C,Central,639.0,100.0,4
2022-01-28,Product D,East,508.0,147.0,1
2022-03-19,Product B,North,540.0,116.0,5
2022-08-04,Product E,West,,136.0,1
2023-01-21,Product D,North,576.0,124.0,1
2022-12-31,Product B,Central,580.0,117.0,7
2023-10-28,Product A,North,660.0,166.0,6
2023-06-10,Product A,West,445.0,69.0,2
2023-11-30,Product D,East,374.0,,2
2022-11-08,Product D,South,343.0,95.0,7
2022-01-07,Product C,North,205.0,,1
2022-01-03,Product B,South,808.0,225.0,2
2023-09-15,Product D,,334.0,61.0,8
2022-12-29,Product C,East,466.0,,6
2023-05-23,Product C,East,458.0,89.0,2
2022-10-01,,North,546.0,108.0,7
2023-05-21,Product A,East,622.0,87.0,4
2022-01-15,Product B,North,629.0,137.0,2
2022-07-11,Product B,,412.0,56.0,6
2023-09-23,Product A,South,474.0,78.0,9
2023-04-30,Product D,East,542.0,146.0,9
2022-01-28,Product B,North,462.0,65.0,8
2023-12-15,Product D,,,84.0,3
2022-02-08,Product D,West,573.0,65.0,3
2022-09-30,Product C,South,610.0,175.0,2
2022-08-19,Product A,South,599.0,120.0,5
2022-03-27,Product D,North,676.0,122.0,4
2023-04-19,Product E,Central,,138.0,7
2022-05-06,Product A,Central,305.0,81.0,4
2023-06-21,Product B,Central,559.0,93.0,9
2022-05-25,Product C,South,,95.0,2
2023-06-09,,North,420.0,106.0,6
2022-07-31,Product B,East,587.0,135.0,7
2022-01-25,Product A,South,685.0,89.0,4
2023-08-03,Product B,South,503.0,138.0,6
2023-01-29,Product D,North,546.0,113.0,7
2022-03-08,Product B,West,755.0,118.0,4
2022-08-21,Product C,South,536.0,99.0,8
2022-04-19,Product C,West,890.0,95.0,9
2022-05-26,Product E,,584.0,73.0,1
2022-04-21,Product C,Central,235.0,59.0,7
2022-08-16,Product B,North,613.0,61.0,9
2022-04-21,Product C,West,557.0,102.0,5
2023-04-15,Product A,North,693.0,141.0,2
2022-02-03,Product C,Central,600.0,66.0,6
2023-09-15,Product D,North,479.0,141.0,7
2023-01-04,Product A,South,316.0,45.0,2
2023-08-18,Product E,West,468.0,75.0,2
2023-07-08,Product D,North,372.0,59.0,1
2023-03-01,Product B,East,412.0,60.0,4
2023-09-05,Product B,North,588.0,58.0,7
2023-06-02,Product B,West,750.0,184.0,9
2023-11-23,Product D,Central,,163.0,3
2022-10-09,Product D,Central,320.0,46.0,7
2022-11-16,Product D,West,566.0,131.0,7
2023-03-19,Product A,South,679.0,168.0,7
2022-11-11,Product A,South,408.0,110.0,2
2023-01-12,Product B,Central,479.0,88.0,6
2022-10-16,,Central,502.0,80.0,2
2023-03-13,Product B,West,382.0,63.0,6
2023-10-24,Product E,South,597.0,144.0,3
2022-10-04,Product A,Central,481.0,126.0,2
2023-12-11,Product D,South,562.0,76.0,6
2023-08-05,Product A,Central,366.0,63.0,2
2023-05-18,Product D,North,434.0,121.0,5
2023-09-16,Product E,East,608.0,158.0,2
2023-05-31,,North,444.0,131.0,3
2022-12-16,,Central,,190.0,3
2023-03-22,Product D,East,440.0,78.0,6
2022-12-16,Product E,East,533.0,116.0,6
2023-08-30,Product B,Central,639.0,148.0,3
2023-10-26,Product B,Central,287.0,,3
2022-05-17,Product D,South,235.0,49.0,1
2022-08-31,Product A,Central,271.0,65.0,7
2023-06-27,Product E,West,689.0,91.0,8
2022-02-09,Product A,Central,417.0,106.0,2
2022-08-17,Product B,West,883.0,191.0,4
2023-07-02,Product E,Central,415.0,120.0,7
2022-08-11,Product A,South,527.0,57.0,8
2022-01-06,Product C,West,731.0,111.0,1
2022-11-18,Product D,,800.0,176.0,4
2023-04-13,Product D,West,809.0,128.0,6
2022-03-16,Product C,South,681.0,165.0,3
2022-01-04,Product B,West,,164.0,5
2023-10-08,Product E,Central,588.0,70.0,9
2022-04-28,Product D,,616.0,124.0,3
2023-08-29,Product C,South,417.0,,5
2023-05-19,Product C,East,377.0,65.0,8
2023-07-28,Product B,Central,499.0,143.0,6
2023-03-17,Product B,North,474.0,125.0,4
2022-07-13,,,432.0,103.0,8
2023-12-16,Product D,West,604.0,146.0,3
2023-01-27,Product A,West,643.0,123.0,3
2022-01-26,Product C,North,513.0,145.0,4
2023-03-11,Product E,Central,721.0,172.0,9
2022-06-22,,South,328.0,80.0,5
2022-10-27,Product B,North,470.0,127.0,8
2023-10-07,Product E,Central,392.0,60.0,6
2022-11-22,Product E,South,220.0,57.0,3
2023-02-14,Product E,West,487.0,67.0,8
2022-04-28,Product C,South,481.0,81.0,9
2023-12-25,Product E,East,727.0,121.0,8
2022-08-13,Product E,,594.0,175.0,4
2023-06-16,Product E,East,346.0,93.0,6
2022-04-23,Product A,South,778.0,186.0,1
2022-05-20,Product C,East,683.0,167.0,4
2023-07-13,Product B,West,587.0,124.0,8
2022-01-01,,Central,466.0,134.0,1
2022-03-31,Product D,East,356.0,70.0,3
2023-10-16,Product C,East,444.0,78.0,1
2022-11-16,Product C,West,663.0,87.0,9
2023-07-04,Product D,East,782.0,201.0,2
2022-05-19,Product D,North,731.0,180.0,9
2023-05-26,Product D,West,426.0,75.0,4
2022-09-16,Product B,North,332.0,34.0,2
2023-11-04,,West,521.0,139.0,4
2023-11-21,Product C,East,234.0,23.0,6
2022-01-10,Product E,North,548.0,131.0,7
2022-09-18,Product E,East,477.0,140.0,3
2023-10-12,Product D,West,430.0,80.0,3
2022-06-21,Product B,East,,38.0,8
2022-01-13,Product A,North,577.0,139.0,5
2022-06-17,Product B,North,420.0,110.0,4
2023-10-04,Product E,East,324.0,67.0,7
2023-08-19,Product B,South,69.0,20.0,7
2022-11-17,Product D,West,495.0,54.0,9
2022-11-15,Product A,West,765.0,153.0,9
2023-09-05,Product D,East,749.0,,5
2022-11-25,Product A,South,431.0,117.0,8
2023-07-04,Product E,North,409.0,55.0,1
2023-02-23,Product A,Central,570.0,148.0,9
